Chr	Start	Gene	Region	Reference.Repeat.Length	Median.Repeat.Length	Minimum.Repeat.Length	Maximum.Repeat.Length	SD	Variance	Cohort.Polymorphism
10	102289193	NDUFB8	exonic	3	4	4	20	0.517424542617378	0.267728157302803	0.0018348623853211
10	102414519	HIF1AN->PAX2	intergenic	6	7	7	46	5.03904134988816	25.3919377258827	0.0623853211009174
10	102475462	HIF1AN->PAX2	intergenic	5	5	5	22	0.656574994765468	0.431090723751274	0.00642201834862385
10	102475531	HIF1AN->PAX2	intergenic	4	5	5	32	0.837592924785253	0.701561907650315	0.0018348623853211
10	102484308	HIF1AN->PAX2	intergenic	3	4	4	14	0.326120563776279	0.106354622117758	0.0018348623853211
10	102495368	PAX2	upstream	5	6	6	14	0.28562909500946	0.0815839799159232	0.0018348623853211
10	102505977	PAX2	exonic	5	6	6	21	0.470106182776715	0.220999823084894	0.0018348623853211
10	102759322	LZTS2	intronic	4	5	5	20	0.593907195033095	0.352725756312078	0.00275229357798165
10	102808076	SFXN3->KAZALD1	intergenic	3	4	4	4	0	0	0
10	102883364	TLX1NB	ncRNA	5	6	6	6	0	0	0
10	102891557	TLX1	exonic	4	5	5	12	0.25143290756183	0.0632185070049957	0.00275229357798165
10	102891638	TLX1	exonic	8	9	9	20	0.515814223197949	0.266064312853304	0.0055045871559633
10	102987196	LBX1	exonic	7	8	8	12	0.121156506563077	0.0146788990825688	0.000917431192660551
10	102996238	LBX1-AS1	ncRNA	4	5	5	5	0	0	0
10	103454384	FBXW4	exonic	3	4	4	34	2.88736500812958	8.3368766901711	0.0293577981651376
10	103454903	FBXW4	intronic	5	6	6	43	1.5475352175834	2.39486524966091	0.00642201834862385
10	103879941	LDB1	UTR5	4	5	5	5	0	0	0
10	103990430	PITX3	exonic	8	9	8	26	0.856366054432529	0.733362819184337	0.00917431192660551
10	104001121	PITX3	UTR5	5	6	6	16	0.399116977166889	0.159294361462835	0.0036697247706422
10	104169006	PSD	intronic	5	6	4	17	0.497062584130448	0.247071212542439	0.0055045871559633
10	104210796	C10orf95	exonic	4	5	5	34	0.913314256188202	0.834142930556609	0.0036697247706422
10	104402438	SUFU->TRIM8	intergenic	3	4	4	8	0.151378865589798	0.022915560947254	0.0018348623853211
10	104403927	TRIM8	upstream	7	8	8	32	1.26800426333595	1.60783481183815	0.0321100917431193
10	105110360	PCGF6	intronic	3	4	4	25	0.813331104282807	0.661507485193891	0.00275229357798165
10	105127881	TAF5	exonic	3	4	4	4	0	0	0
10	105726955	SLK	UTR5	5	6	6	12	0.196171475562492	0.0384832478243654	0.0036697247706422
10	105727402	SLK	UTR5	3	4	4	9	0.176542875709795	0.031167386963884	0.0018348623853211
10	11060023	CELF2	UTR5	5	6	6	13	0.244102130595638	0.0595858501613297	0.0018348623853211
10	112257864	DUSP5	UTR5	5	6	6	30	1.34456718979663	1.80786092787761	0.0128440366972477
10	112258114	DUSP5	exonic	4	5	5	32	2.23373746668377	4.98958307006681	0.0192660550458716
10	112404342	RBM20	exonic	4	6	6	30	1.84100767865832	3.38930927287891	0.0275229357798165
10	112679586	SHOC2	intronic	4	5	5	27	0.817965045059002	0.669066814938375	0.00458715596330275
10	112679716	SHOC2	intronic	5	6	5	41	5.53496221983548	30.6358067750061	0.101834862385321
10	112837054	ADRA2A	UTR5	4	5	4	25	1.08738542218726	1.18240705638537	0.0100917431192661
10	112838325	ADRA2A	exonic	4	5	5	38	1.00357991404267	1.00717264386989	0.0018348623853211
10	114886499	TCF7L2	UTR5	3	4	4	12	0.302757731179595	0.0916622437890161	0.0018348623853211
10	115803681	ADRB1	upstream	10	11	9	34	1.0493187862442	1.10106991516499	0.0110091743119266
10	115804766	ADRB1	exonic	7	8	8	41	3.09785370614682	9.59669758468758	0.026605504587156
10	11653395	USP6NL	intronic	3	4	4	35	1.66926630223713	2.78644998778443	0.0073394495412844
10	11653527	USP6NL	UTR5	5	6	4	15	0.798080379449067	0.636932292061566	0.177981651376147
10	11653751	USP6NL	UTR5	4	5	3	22	1.4676731291223	2.15406441394765	0.0605504587155963
10	116581770	FAM160B1	UTR5	4	5	5	22	0.795085302918038	0.632160638916269	0.00458715596330275
10	116853585	ATRNL1	exonic	6	7	2	25	0.884060948717148	0.781563761046663	0.00825688073394495
10	118032122	GFRA1	UTR5	5	6	6	15	0.272602139766922	0.0743119266055046	0.000917431192660551
10	11865523	PROSER2	intronic	5	6	6	6	0	0	0
10	11865627	PROSER2	intronic	5	6	6	22	0.488342290926201	0.23847819310705	0.0018348623853211
10	118893825	VAX1	exonic	7	8	1	19	0.481683616943166	0.23201910683145	0.00458715596330275
10	119000606	SLC18A2	UTR5	4	5	5	32	1.55741473093697	2.42554064413948	0.0137614678899083
10	119134952	PDZD8	UTR5	5	6	5	20	0.631210185286394	0.398426298009284	0.0073394495412844
10	119302938	EMX2	exonic	6	7	5	36	1.95044827921768	3.8042484899032	0.0192660550458716
10	120657396	CACUL1->NANOS1	intergenic	3	4	4	4	0	0	0
10	120789523	NANOS1	exonic	4	5	5	36	1.8916809442408	3.57845679480375	0.0100917431192661
10	120789813	NANOS1	exonic	6	7	7	47	4.33887743620681	18.8258574064245	0.0669724770642202
10	120790123	NANOS1	exonic	3	4	4	36	2.8590575352389	8.17420998980632	0.0256880733944954
10	120925178	SFXN4	UTR5	3	4	4	9	0.151445633203846	0.0229357798165138	0.000917431192660551
10	120967218	GRK5	UTR5	9	8	4	52	4.74340015059546	22.499844988669	0.0614678899082569
10	121485576	INPP5F	UTR5	8	9	9	21	0.64379407672001	0.414470813219771	0.0100917431192661
10	121632467	MCMBP	intronic	4	5	5	22	0.67751242913588	0.4590230916336	0.00275229357798165
10	122216441	PLPP4	upstream	4	5	5	14	0.482056878608424	0.232378834213697	0.0055045871559633
10	123357964	FGFR2	UTR5	10	11	6	32	2.01783628045798	4.07166325473248	0.0321100917431193
10	123687511	ATE1	UTR5	5	6	6	31	0.916798022465424	0.840518613996512	0.0036697247706422
10	12391031	CAMK1D	upstream	4	5	5	35	2.53215627513857	6.41181540172366	0.0541284403669725
10	12391651	CAMK1D	UTR5	6	7	7	37	2.04920660002181	4.19924768957296	0.0275229357798165
10	12391977	CAMK1D	intronic	3	4	4	19	0.704104611856221	0.495763304437199	0.00458715596330275
10	124221137	HTRA1	UTR5	7	8	8	44	3.03244350313686	9.19571359971694	0.0293577981651376
10	124768253	ACADSB->IKZF5	upstream	6	7	7	16	0.272602139766922	0.0743119266055046	0.000917431192660551
10	124895750	HMX3	exonic	9	10	4	38	1.88102407567813	3.53825157328076	0.0201834862385321
10	124896776	HMX3	exonic	3	4	4	31	1.16543573520923	1.35824045290267	0.00275229357798165
10	124913941	BUB3	UTR5	3	4	4	17	0.447042138477773	0.19984667357478	0.0018348623853211
10	125425831	GPR26	upstream	4	5	5	36	1.16488767455397	1.35696329432776	0.00825688073394495
10	125751204	CPXM2->CHST15	intergenic	12	13	12	40	1.46448508245273	2.14471655672657	0.464220183486239
10	125751397	CPXM2->CHST15	intergenic	4	5	4	29	1.12192532674112	1.25871643878316	0.500917431192661
10	125852762	CHST15	intronic	7	8	8	24	0.623332562285737	0.388543483205702	0.0238532110091743
10	126136187	NKX1-2	exonic	5	6	2	39	2.56436440841927	6.57596481916749	0.0174311926605505
10	126432546	FAM53B	intronic	5	6	6	23	1.06845106893513	1.14158768670862	0.00825688073394495
10	126432801	FAM53B	UTR5	4	5	5	27	1.27892634898496	1.635652606128	0.00917431192660551
10	126432888	FAM53B	UTR5	3	4	4	29	1.42273297945938	2.02416913084136	0.0568807339449541
10	126432919	FAM53B	UTR5	4	5	5	36	1.56986800596269	2.46448555614527	0.0715596330275229
10	126605744	ABRAXAS2->ZRANB1	intergenic	13	14	10	44	1.76252598253426	3.10649783910835	0.0660550458715596
10	126605828	ABRAXAS2->ZRANB1	intergenic	3	4	4	17	0.622315381511196	0.387276434065425	0.0036697247706422
10	126847909	CTBP2	intronic	3	4	4	21	1.15575977563101	1.33578065896665	0.0119266055045872
10	126848065	CTBP2	intronic	5	6	6	32	1.67440113998931	2.80361917759749	0.0256880733944954
10	126848475	CTBP2	UTR5	8	9	5	45	4.53224101112353	20.54120858291	0.153211009174312
10	126848842	CTBP2	intronic	5	6	6	37	1.58532759334921	2.51326357823439	0.0165137614678899
10	126848935	CTBP2	UTR5	5	6	1	34	1.64829232591793	2.71686759167994	0.0348623853211009
10	126848974	CTBP2	UTR5	8	9	4	34	2.27712039500931	5.18527729336737	0.055045871559633
10	128075758	ADAM12	intronic	4	5	5	5	0	0	0
10	128594141	DOCK1	intronic	4	5	5	23	0.793544777112769	0.629713313282955	0.00825688073394495
10	13142180	OPTN	UTR5	5	6	6	21	0.470106182776715	0.220999823084894	0.0018348623853211
10	131631845	MGMT->EBF3	intergenic	3	4	4	4	0	0	0
10	131762247	EBF3	upstream	4	5	5	52	4.54750393981443	20.6797920826278	0.0155963302752294
10	131762655	EBF3	upstream	5	6	6	27	1.42914175161153	2.04244614619927	0.018348623853211
10	131762736	EBF3	upstream	3	4	4	41	2.18087989122285	4.75623709994019	0.0174311926605505
10	131762760	EBF3	upstream	4	5	5	37	2.00734617683203	4.02943867364218	0.0229357798165138
10	131765546	EBF3->LINC00959	intergenic	3	4	4	4	0	0	0
10	131770164	EBF3->LINC00959	intergenic	4	5	5	39	1.55250074035108	2.41025854879066	0.00825688073394495
10	13200548	OPTN->MCM10	intergenic	4	5	5	17	0.522286199911253	0.272782874617737	0.0036697247706422
10	133058642	TCERG1L	exonic	4	4	4	18	0.58885001555807	0.346744340822739	0.00458715596330275
10	133109585	TCERG1L	exonic	6	7	5	41	2.30487978646801	5.31247083006883	0.346788990825688
10	133109786	TCERG1L	exonic	5	6	6	38	1.77165375991255	3.13875704501226	0.0128440366972477
10	133109832	TCERG1L	exonic	14	15	8	50	2.60342157435503	6.77780389381724	0.0339449541284404
10	133109917	TCERG1L	UTR5	6	7	7	45	5.15103670773712	26.5331791644552	0.0495412844036697
10	133110055	TCERG1L	upstream	5	6	2	24	1.14676051893452	1.31505968778696	0.0211009174311927
10	13341915	PHYH	intronic	5	6	6	20	0.440909353632722	0.194401058120825	0.0018348623853211
10	13389665	SEPHS1	intronic	5	6	5	39	4.85323379118087	23.5538782318599	0.0660550458715596
10	13389721	SEPHS1	intronic	3	4	4	35	3.47729948330826	12.0916116966159	0.0779816513761468
10	13389781	SEPHS1	intronic	8	9	2	38	3.08792709130229	9.53529372119864	0.245871559633028
10	13390113	SEPHS1	UTR5	8	9	6	39	1.70188458795137	2.8964111507064	0.0394495412844037
10	134210526	PWWP2B	upstream	4	5	1	44	2.91115280579943	8.47481065871391	0.0311926605504587
10	134210668	PWWP2B	upstream	10	11	1	53	4.18642053333315	17.5261168819134	0.430275229357798
10	134351554	INPP5A	UTR5	5	6	6	30	1.0291253142321	1.05909891239332	0.00458715596330275
10	134444299	INPP5A	intronic	5	6	3	20	0.667131538580219	0.44506448976841	0.00458715596330275
10	134598437	NKX6-2	exonic	3	4	4	20	0.492989239819701	0.243038390578007	0.0018348623853211
10	134599456	NKX6-2	UTR5	4	5	1	37	1.73161543344196	2.99849200933438	0.0100917431192661
10	134599491	NKX6-2	UTR5	4	5	5	23	1.27002904472365	1.61297377444166	0.0119266055045872
10	134599616	NKX6-2	upstream	5	6	2	32	2.25150577849863	5.06927827061272	0.0394495412844037
10	134938393	ADGRA1	intronic	3	4	4	4	0	0	0
10	134981088	KNDC1	intronic	9	10	4	35	0.8101371412802	0.656322187681654	0.00458715596330275
10	135010658	KNDC1	intronic	6	7	7	17	0.373149585245274	0.13924061296872	0.00275229357798165
10	135139422	CALY	exonic	4	5	5	9	0.121156506563077	0.0146788990825688	0.000917431192660551
10	13570888	BEND7->PRPF18	intergenic	7	8	1	41	2.95000992022302	8.70255852941424	0.0403669724770642
10	13570955	BEND7->PRPF18	intergenic	6	7	7	48	3.58916747307267	12.8821231497628	0.0871559633027523
10	13698924	FRMD4A	exonic	4	5	3	17	0.428156219101096	0.183317747954946	0.0055045871559633
10	13933773	FRMD4A	intronic	6	7	4	44	7.52219267347142	56.5833826168272	0.176146788990826
10	13933977	FRMD4A	intronic	5	6	6	35	2.73175118041014	7.46246451167218	0.0477064220183486
10	15412874	FAM171A1	intronic	10	11	5	48	5.88833913092885	34.672537720828	0.109174311926606
10	15413243	FAM171A1	upstream	7	9	5	19	0.979179380676945	0.958792259542885	0.499082568807339
10	15413307	FAM171A1	upstream	6	7	1	42	3.89143071340023	15.1432329971946	0.0495412844036697
10	16563482	C1QL3	UTR5	3	4	4	28	1.08673908780895	1.18100184497182	0.00458715596330275
10	16563724	C1QL3	UTR5	5	6	6	13	0.332876832506153	0.110806985619329	0.00275229357798165
10	17271381	VIM-AS1	ncRNA	5	6	5	18	0.618077283240448	0.382019528057893	0.0110091743119266
10	17496268	ST8SIA6	UTR5	7	8	8	30	0.888410878961818	0.78927388985771	0.0036697247706422
10	17496330	ST8SIA6	UTR5	7	8	8	44	1.18201419786872	1.39715756396324	0.0137614678899083
10	17496576	ST8SIA6	upstream	10	11	11	32	1.26433949192767	1.59855435084793	0.0055045871559633
10	17686160	STAM	UTR5	7	8	8	11	0.0908673799223074	0.00825688073394495	0.000917431192660551
10	1779413	ADARB2	UTR5	4	5	5	26	0.920247087553545	0.846854702150782	0.0036697247706422
10	181463	ZMYND11	UTR5	5	6	6	48	4.15255948341099	17.2437502632665	0.0587155963302752
10	181597	ZMYND11	intronic	3	4	4	26	1.78146600170734	3.17362111523913	0.026605504587156
10	18429702	CACNB2	exonic	5	6	6	37	1.0866937369766	1.18090327798418	0.00458715596330275
10	20104484	PLXDC2	upstream	5	6	6	16	0.326120563776279	0.106354622117758	0.0018348623853211
10	20105997	PLXDC2	UTR5	3	4	3	28	1.06800666772558	1.1406382423063	0.436697247706422
10	21462775	NEBL	UTR5	7	8	8	28	1.17723496997812	1.38588217453939	0.0100917431192661
10	21463097	NEBL-AS1	ncRNA	4	5	5	19	0.699940484191043	0.489916681409592	0.0055045871559633
10	21805793	SKIDA1	exonic	17	18	10	53	6.66607928263817	44.4366130024178	0.135779816513761
10	21806020	SKIDA1	exonic	19	43	6	60	12.9708469230039	168.242869900001	0.979816513761468
10	21806264	SKIDA1	exonic	3	4	4	31	1.61988947785199	2.6240419204556	0.0119266055045872
10	21824311	MLLT10	intronic	3	4	4	11	0.287104441206337	0.082428960160403	0.00275229357798165
10	22292273	DNAJC1	exonic	8	9	9	25	0.557987784571208	0.311350367730685	0.00642201834862385
10	22610307	BMI1	UTR5	3	4	4	41	4.50137799513265	20.2624038550644	0.0513761467889908
10	22610898	BMI1->COMMD3-BMI1	intronic	4	5	3	22	1.08176791311484	1.17022181784484	0.0357798165137615
10	22610933	BMI1->COMMD3-BMI1	intronic	3	4	4	34	1.16739882935953	1.36282002679	0.0055045871559633
10	22625587	COMMD3-BMI1->SPAG6	intergenic	5	6	6	10	0.181586359485197	0.0329736059510872	0.00275229357798165
10	23003383	PIP4K2A	UTR5	5	6	6	35	1.53580611802998	2.35870043217833	0.0146788990825688
10	23481741	PTF1A	exonic	5	6	6	29	1.24403362067555	1.54761964937111	0.0192660550458716
10	23481889	PTF1A	exonic	10	12	6	38	1.91511157287065	3.66765233654308	0.0238532110091743
10	23728650	OTUD1	exonic	5	6	3	34	1.45468561089178	2.11611022653558	0.0128440366972477
10	23728689	OTUD1	exonic	5	6	6	36	1.74113972790372	3.03156755208465	0.0165137614678899
10	25012603	ARHGAP21	upstream	9	10	3	25	1.23702693344655	1.53023563407216	0.222935779816514
10	25241792	PRTFDC1	upstream	6	8	7	23	0.530532140031249	0.281464351606136	0.00275229357798165
10	25463945	GPR158-AS1	ncRNA	5	6	6	29	0.876419690197483	0.768111473365852	0.00642201834862385
10	26856078	APBB1IP	exonic	7	8	4	41	4.33943542705872	18.8306998256123	0.073394495412844
10	26856210	APBB1IP	exonic	7	8	1	43	3.08127330893203	9.49424520433695	0.101834862385321
10	27529782	ACBD5	UTR5	4	5	5	30	0.907258369837309	0.823117749639851	0.00917431192660551
10	27541495	LRRC37A6P	upstream	7	8	8	29	0.636071659456152	0.404587155963303	0.000917431192660551
10	27541710	LRRC37A6P	upstream	4	5	5	16	0.537773740951195	0.289200596456643	0.0036697247706422
10	28287860	ARMC4	intronic	5	6	6	19	1.00075371129245	1.00150799066562	0.260550458715596
10	28591503	MPP7	intronic	5	6	6	21	0.635684136206887	0.404094321025097	0.0055045871559633
10	28822072	WAC	intronic	12	13	1	52	4.61437911178094	21.2924945872402	0.0899082568807339
10	28822135	WAC	intronic	8	9	9	46	4.8309023180207	23.3376172062577	0.0651376146788991
10	28822424	WAC	UTR5	5	6	6	40	1.46125318324242	2.13526086553609	0.0100917431192661
10	30348436	JCAD	UTR5	5	6	6	24	0.552642381874838	0.305413602244294	0.0018348623853211
10	30723178	MAP3K8	UTR5	5	6	6	36	1.48234144648763	2.19733616397503	0.00642201834862385
10	31608506	ZEB1	intronic	4	5	5	32	0.987188042541826	0.974540231337563	0.0146788990825688
10	31608822	ZEB1	intronic	5	6	6	30	1.46128575669244	2.13535606271219	0.0889908256880734
10	32217464	ARHGAP12	intronic	6	7	7	24	0.944021711046299	0.891176990926782	0.0174311926605505
10	32345129	KIF5B	UTR5	6	7	7	12	0.176542875709795	0.031167386963884	0.0018348623853211
10	32635623	EPC1	intronic	4	5	5	5	0	0	0
10	33247306	ITGB1	upstream	3	4	4	35	1.89665693275745	3.59730752057691	0.0247706422018349
10	35103764	PARD3	intronic	3	4	3	42	1.81710282134241	3.30186266333055	0.494495412844037
10	35103924	PARD3	UTR5	4	5	5	29	1.34085124955941	1.79788207344504	0.00917431192660551
10	35379196	CUL2	UTR5	7	8	8	8	0	0	0
10	35625581	CCNY	intronic	7	8	7	24	0.787271209883261	0.619795957911054	0.493577981651376
10	35625773	CCNY	intronic	7	8	5	42	2.29786010822934	5.28016107699177	0.0220183486238532
10	35625807	CCNY	UTR5	5	6	6	34	2.38069307427578	5.66769951390468	0.0256880733944954
10	35928410	FZD8	exonic	4	5	1	31	1.67288223567338	2.79853497443156	0.0165137614678899
10	35929711	FZD8	exonic	6	7	6	39	2.261179075028	5.11293080934449	0.0165137614678899
10	35929754	FZD8	exonic	9	10	5	37	1.24028851470135	1.53831559970009	0.0238532110091743
10	35929843	FZD8	exonic	4	5	5	27	1.09993179749521	1.20984995914103	0.00642201834862385
10	35930916	FZD8->MIR4683	upstream	6	7	7	34	1.23882218881394	1.53468041549776	0.00825688073394495
10	390977	DIP2C	exonic	3	4	4	4	0	0	0
10	42645583	NONE->LOC441666	intergenic	3	5	1	45	6.86590004900077	47.1405834828687	0.874311926605505
10	42737742	NONE->LOC441666	intergenic	5	6	6	8	0.0605782532815383	0.0036697247706422	0.000917431192660551
10	43762361	RASGEF1A	UTR5	5	6	1	26	0.792988817772041	0.628831265111499	0.00642201834862385
10	43902675	HNRNPF	intronic	4	5	5	10	0.173881544792076	0.0302347916192787	0.00275229357798165
10	46914098	FAM35BP	ncRNA	4	5	5	5	0	0	0
10	47396170	FAM35DP	ncRNA	4	5	5	5	0	0	0
10	49514928	MAPK8	intronic	6	7	7	29	0.871239136059623	0.759057632201919	0.0036697247706422
10	52751071	PRKG1	UTR5	10	12	5	38	2.4851517339725	6.17597914086655	0.444036697247706
10	52751474	PRKG1	intronic	5	5	5	14	0.364563039432444	0.132906209720221	0.0018348623853211
10	55587192	PCDH15	exonic	9	10	9	13	0.113324100664757	0.0128423517914761	0.00275229357798165
10	5932270	FBXO18	UTR5	5	6	1	38	1.29271150051487	1.67110302356341	0.00825688073394495
10	60027599	IPMK	UTR5	5	6	5	16	0.555491019916138	0.308570273207471	0.237614678899083
10	60027783	IPMK	upstream	5	6	5	19	0.645819183027122	0.41708241716582	0.496330275229358
10	60272753	BICC1	upstream	4	5	4	15	0.910343405560717	0.828725116047885	0.353211009174312
10	60272864	BICC1	upstream	5	6	6	43	2.02694879336901	4.10852141094009	0.0110091743119266
10	61666055	CCDC6	exonic	11	12	4	43	1.73335846092862	3.00453155407284	0.0174311926605505
10	64573471	EGR2	exonic	5	6	4	10	0.181734759844615	0.0330275229357798	0.00275229357798165
10	65225900	JMJD1C-AS1	ncRNA	7	10	5	20	1.08626920791957	1.1799807920742	0.526605504587156
10	65281030	JMJD1C	intronic	5	6	6	20	0.559531689219519	0.313075711240849	0.0036697247706422
10	65281567	JMJD1C	UTR5	4	4	4	34	1.10161437194691	1.21355422448	0.00642201834862385
10	66813685	LOC101928887->LINC01515	intergenic	5	6	6	44	7.36268248917808	54.2090934364496	0.204587155963303
10	68398182	CTNNA3	intronic	3	4	3	4	0.500208463632155	0.250208507089241	0.495412844036697
10	69644687	SIRT1	exonic	4	5	5	40	2.76916760614535	7.66828923092476	0.026605504587156
10	69644726	SIRT1	exonic	3	4	3	29	1.53345738865948	2.35149156283435	0.488990825688073
10	69644881	SIRT1	exonic	5	6	6	42	3.51935078423002	12.3858299424605	0.0247706422018349
10	70038797	ATOH7->PBLD	intergenic	6	7	2	15	0.602226543585893	0.362676809799412	0.0128440366972477
10	70166947	RUFY2	UTR5	5	6	6	16	0.302891266407691	0.0917431192660551	0.000917431192660551
10	70287111	SLC25A16	exonic	6	7	6	7	0.500226147457171	0.250226198599843	0.501834862385321
10	70884016	VPS26A	UTR5	3	4	4	9	0.151445633203846	0.0229357798165138	0.000917431192660551
10	72163977	EIF4EBP2	UTR5	6	7	7	33	1.08829924432387	1.18439524519591	0.0036697247706422
10	72164106	EIF4EBP2	UTR5	4	5	5	18	0.393758646329999	0.155045871559633	0.000917431192660551
10	72575748	SGPL1	UTR5	5	6	6	30	1.99161348964325	3.96652429212896	0.026605504587156
10	72972657	UNC5B	UTR5	9	10	10	35	1.57680644504462	2.48631856513424	0.0174311926605505
10	73156691	CDH23	UTR5	4	5	5	39	2.33651671683891	5.45931036806767	0.0247706422018349
10	74451959	MCU	exonic	8	9	4	17	0.648282545566184	0.420270258885772	0.497247706422018
10	76586432	KAT6B	UTR5	7	8	7	8	0.500221937079347	0.250221986335414	0.497247706422018
10	77159841	ZNF503	exonic	13	14	13	42	2.9214851575699	8.53507552590121	0.492660550458716
10	77161098	ZNF503	exonic	11	12	10	35	1.77598637323435	3.15412759791409	0.081651376146789
10	77161641	ZNF503-AS2	ncRNA	7	8	8	32	1.68362139629349	2.83458100605724	0.0110091743119266
10	77191302	LRMDA	upstream	4	5	5	11	0.23645878198778	0.0559127555791442	0.0018348623853211
10	79397341	KCNMA1	exonic	15	16	8	52	5.94638233315349	35.35946285204	0.143119266055046
10	79397499	KCNMA1	UTR5	6	7	1	34	2.01434690385901	4.05759344908636	0.224770642201835
10	79397603	KCNMA1	upstream	3	4	4	21	0.987755807944753	0.975661536128592	0.0220183486238532
10	79686850	DLG5-AS1	ncRNA	3	4	4	31	1.03563844454023	1.07254698780971	0.00458715596330275
10	80828580	ZMIZ1	upstream	3	4	4	33	1.11211776540468	1.23680592412869	0.00458715596330275
10	80828782	ZMIZ1	UTR5	4	5	5	27	1.43605879069704	2.06226485033825	0.0128440366972477
10	80828974	ZMIZ1	UTR5	5	6	6	42	1.77291533495827	3.1432287849302	0.0073394495412844
10	8093473	GATA3-AS1	ncRNA	5	6	6	6	0	0	0
10	81003105	ZMIZ1	intronic	6	7	7	34	1.85076357719013	3.42532581865359	0.0110091743119266
10	81003215	ZMIZ1	intronic	5	6	6	40	2.03099461662974	4.124939132779	0.0220183486238532
10	81003320	ZMIZ1	intronic	5	6	2	16	0.339907867771874	0.115537358573222	0.00825688073394495
10	81003421	ZMIZ1	intronic	5	6	6	30	0.726939039378459	0.528440366972477	0.000917431192660551
10	81205350	ZCCHC24	UTR5	6	7	7	19	0.666499840121952	0.444222036882587	0.0174311926605505
10	81272295	EIF5AL1	upstream	8	9	5	19	1.91264215554404	3.65820001516415	0.290825688073394
10	81586140	LOC642361->NUTM2B-AS1	ncRNA	6	10	5	41	2.70126308746754	7.29682226771468	0.374311926605505
10	81742009	SFTPD->TMEM254-AS1	intergenic	5	6	6	14	0.242313013126153	0.0587155963302752	0.000917431192660551
10	82007525	LOC100130698	ncRNA	7	8	4	13	1.73327364775897	3.00423753801569	0.324770642201835
10	82214101	TSPAN14	UTR5	6	7	5	32	1.04099223750415	1.0836648385439	0.00917431192660551
10	83634360	NRG3	upstream	6	7	7	39	1.42174376671843	2.02135533820271	0.0100917431192661
10	83634992	NRG3	upstream	4	5	5	37	1.66517865184031	2.77281994254471	0.0275229357798165
10	83635172	NRG3	exonic	9	10	10	39	3.14664957160911	9.90140352650778	0.0412844036697248
10	88126476	GRID1	upstream	5	6	6	23	0.973745717830413	0.948180722993067	0.00917431192660551
10	88281413	WAPL	UTR5	3	4	4	25	0.894280243939015	0.799737154699623	0.00825688073394495
10	88471524	LDB3	intronic	4	5	1	33	1.10849089961994	1.22875207454023	0.00917431192660551
10	88516382	BMPR1A	UTR5	6	7	7	26	1.10341883682477	1.21753312945973	0.0155963302752294
10	89102185	LINC00863->NUTM2A-AS1	ncRNA	5	6	4	36	2.1406140417102	4.58222847556686	0.123161764705882
10	89419479	PAPSS2	UTR5	3	4	4	4	0	0	0
10	89419663	PAPSS2	UTR5	6	8	6	30	1.0349614225698	1.0711451462077	0.576146788990826
10	89623279	PTEN	UTR5	6	7	7	32	1.85364906626602	3.43601486086891	0.0128440366972477
10	89623474	PTEN	UTR5	5	6	6	36	2.36318794175229	5.5846572480434	0.0201834862385321
10	89623555	PTEN	UTR5	6	7	7	34	2.32952727649876	5.42669733195171	0.0284403669724771
10	89623679	PTEN	UTR5	5	6	6	41	5.15300833647655	26.5534949157968	0.0917431192660551
10	89623725	PTEN	exonic	8	9	9	47	4.80045328845381	23.044351774627	0.0706422018348624
10	89623845	PTEN	exonic	5	5	5	42	5.04353762755613	25.4372718005746	0.0862385321100917
10	89623902	PTEN	exonic	3	4	4	32	1.26532659072727	1.60105138120151	0.00642201834862385
10	90639917	STAMBPL1	upstream	4	5	5	5	0	0	0
10	92617813	HTR7	upstream	9	11	7	36	1.732449358648	3.00138078027986	0.820183486238532
10	92617867	HTR7	upstream	5	6	6	44	2.56524141506755	6.58046351757778	0.0256880733944954
10	92922624	PCGF5	upstream	10	11	6	35	1.46426790745334	2.14408050479777	0.0229357798165138
10	92980571	PCGF5	UTR5	5	6	6	37	2.68524187391931	7.21052392144969	0.0229357798165138
10	93170068	HECTD2-AS1	ncRNA	5	6	6	30	0.859964931693838	0.739539683743187	0.00825688073394495
10	93170156	HECTD2-AS1	ncRNA	4	5	5	20	0.581574438101304	0.338228827052847	0.0018348623853211
10	93999403	CPEB3	exonic	7	8	8	34	0.908817028524562	0.825948391336215	0.0018348623853211
10	93999603	CPEB3	exonic	3	4	4	38	1.52369705784037	2.32165272407141	0.00917431192660551
10	93999830	CPEB3	exonic	3	4	4	47	4.46675310526855	19.9518833034263	0.0412844036697248
10	94833653	CYP26A1	UTR5	3	4	4	4	0	0	0
10	95462280	FRA10AC1	UTR5	8	9	5	115	6.43270492663757	41.3796926731873	0.721100917431193
10	96162860	TBC1D12	exonic	4	5	5	25	0.629312110016602	0.396033731813548	0.00275229357798165
10	96943334	CYP2C8->ACSM6	intergenic	3	4	4	20	0.484626026252306	0.234862385321101	0.000917431192660551
10	96943636	CYP2C8->ACSM6	intergenic	4	5	5	26	1.03084418894052	1.06263974187244	0.0073394495412844
10	977537	LARP4B	UTR5	6	7	7	30	1.59627687056977	2.54809984751603	0.0155963302752294
10	98273685	TLL2	upstream	4	4	4	23	0.639677222292535	0.409186948719893	0.00825688073394495
10	98346638	TM9SF3	UTR5	13	14	8	55	6.37473680030916	40.6372692732159	0.188990825688073
10	98346740	TM9SF3	UTR5	5	6	6	53	4.11061000325573	16.8971145988661	0.0348623853211009
